WKT,U_ID,Name of organis,Floor levels t,Description of 1,Type of associ,Goods access,Organisation w,Street name eg,Street number,Postcode incl,Unit number i,Internal photo,External photo,Source,Category plus,Wmt sector,Branch status,Premises,Manufacturing making,Repair,Creative industrial,Building construction repair,Wholesale distribution,Level,Sector
"MULTIPOLYGON (((534667.644192405 178932.721121107,534666.329391351 178936.957809637,534671.147912389 178938.47764797,534672.527850599 178934.088540487,534667.644192405 178932.721121107)))",964,Finderin,Level 4 and above,It Service,No associated yard space,,,Clements Road,"100",SE16 4DG,"509.0",,,Cities,Fully / predominantly non-industrial other than housing,,[non-industrial],Not industrial,no,no,no,no,no,L2,n/a
"MULTIPOLYGON (((534663.907928741 178931.702798563,534663.34112491 178933.431728424,534667.106679073 178934.453152399,534667.644192405 178932.721121107,534663.907928741 178931.702798563)))",965,Berkeley Accountants Ltd,Level 4 and above,Accounting,No associated yard space,Goods lift access,,Clements Road,"100",SE16 4DG,"508.0",,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=3ff894f8-b792-4710-b615-e11d7af5a81c_1564650745.jpg,Cities,Fully / predominantly non-industrial other than housing,M Services: professional,[non-industrial],Not industrial,no,no,no,no,no,L2,n/a
"MULTIPOLYGON (((534655.984638101 178933.166621062,534660.767888992 178934.551930018,534661.800678931 178931.128465438,534657.000851473 178929.820267477,534655.984638101 178933.166621062)),((534655.984638101 178933.166621062,534655.978441572 178933.164826444,534655.984638101 178933.166621062,534655.984638101 178933.166621062)))",966,Les Animaux,Level 4 and above,Retail Women Wear,No associated yard space,Goods lift access,,Clements Road,"100",SE16 4DG,"507.0",,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=7e505e7f-7c02-4f38-bb42-c9b111756684_1564650633.jpg,Cities,Fully / predominantly non-industrial other than housing,O Retail,[non-industrial],Industrial in mixed use premises,no,no,no,no,no,L2,n/a
"MULTIPOLYGON (((534654.758996972 178937.202612619,534659.498635202 178938.578950251,534660.767888992 178934.551930018,534655.984638101 178933.166621062,534654.75899891 178937.202606236,534654.758996972 178937.202612619)))",967,Bespoke Systems Ltd,Level 4 and above,It Support,No associated yard space,Goods lift access,,Clements Road,"100",SE16 4DG,"506.0",,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=574aaeea-d518-4a36-a552-ad3ff230b4eb_1564650159.jpg,Cities,Fully / predominantly non-industrial other than housing,,[non-industrial],Not industrial,no,no,no,no,no,L2,n/a
"MULTIPOLYGON (((534653.1537631 178942.488589237,534659.497772117 178944.480280502,534661.857243175 178937.633767051,534659.999073741 178937.064109268,534659.498635202 178938.578950251,534654.75 178937.199999999,534653.221875914 178942.26283056,534653.1537631 178942.488589237)))",968,Bermondsey Electronics Ltd,Level 4 and above,Software Development,No associated yard space,Goods lift access,https://beta.companieshouse.gov.uk/company/10524932,Clements Road,"100",SE16 4DG,"505.0",,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=527fa0eb-2923-4339-8c65-cae6911c2014_1564649763.jpg,Cities,Fully / predominantly non-industrial other than housing,M Services: professional,[non-industrial],Industrial in mixed use premises,no,no,no,no,no,L2,n/a
"MULTIPOLYGON (((534661.857243175 178937.633767051,534659.497772117 178944.480280502,534663.788786553 178945.988271697,534665.89757836 178938.745030274,534661.857243175 178937.633767051)))",969,Total Onion Ltd,Level 4 and above,It Activities,No associated yard space,Goods lift access,,Clement Road,"100",SE16 4DG,"504.0",,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=99ea146b-2166-47f5-948e-896b1d174570_1564649664.jpg,Cities,Fully / predominantly non-industrial other than housing,,[non-industrial],Not industrial,no,no,no,no,no,L2,n/a
"MULTIPOLYGON (((534665.89757836 178938.745030274,534663.788786553 178945.988271697,534668.620655864 178947.303317299,534670.72357331 178940.22326946,534665.89757836 178938.745030274)))",970,Smart Lingual,Level 4 and above,It Service,No associated yard space,Goods lift access,https://smartlingual.com/#/,Drummond Road,"100",SE16 4DG,"503.0",,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=b4fa14a5-da6b-49c1-b730-ef349009ff0c_1564649463.jpg,Cities,Fully / predominantly non-industrial other than housing,,[non-industrial],Not industrial,no,no,no,no,no,L2,n/a
"MULTIPOLYGON (((534672.264694662 178948.323727111,534668.639701002 178947.308650351,534670.72357331 178940.22326946,534674.220436103 178941.148850491,534672.264694662 178948.323727111)))",971,Thaddeus Hughes Strassberger,Level 4 and above,Theatre Production,No associated yard space,Goods lift access,www.tstrassberger.con,Clements Road,"100",SE16 4DG,"502.0",,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=6fbf0e82-6500-45ab-892e-d19f6b40c39d_1564649340.jpg,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,L2,Manufacturing
"MULTIPOLYGON (((534672.264694662 178948.323727111,534676.296697714 178949.452775318,534678.811 178940.625,534675.80155504 178939.815545377,534674.220436103 178941.148850491,534672.264694662 178948.323727111)))",972,Enterprise Payment Solution,Level 4 and above,Software Services And Consultancy,No associated yard space,Goods lift access,www.enterprisepayments.com,Clements Road,"100",SE16 4DG,"501.0",,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=74d928a9-94e1-40af-8d7f-b27a22095219_1564649228.jpg,Cities,Fully / predominantly non-industrial other than housing,M Services: professional,[non-industrial],Industrial in mixed use premises,no,no,no,no,no,L2,n/a
"MULTIPOLYGON (((534667.644192405 178932.721121107,534666.329391351 178936.957809637,534671.147912389 178938.47764797,534672.527850599 178934.088540487,534667.644192405 178932.721121107)))",973,Homewood Rail Ltd,Level 4 and above,Train Staff For Rail Services,No associated yard space,Goods lift access,http://www.homewoodgroup.co.uk/,Clements Road,"100",SE16 4DG,"409.0",,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=fc98e466-d2c6-4693-a37a-6356bdbad610_1564649107.jpg,Cities,Fully / predominantly non-industrial other than housing,,[non-industrial],Not industrial,no,no,no,no,no,L2,n/a
"MULTIPOLYGON (((534663.907928741 178931.702798563,534663.34112491 178933.431728424,534667.106679073 178934.453152399,534667.644192405 178932.721121107,534663.907928741 178931.702798563)))",974,Fast Trak,Level 4 and above,Courier Service,Yard shared with others,Goods lift access,http://www.fastrackcouriers.co.uk/,Clements Road,"100",SE16 4DG,"408.0",,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=59446cd1-c58d-46d9-a0fe-1f95dbf3312a_1564647381.jpg,Cities,Distribution / courier facility,,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2,Transportation and Storage
"MULTIPOLYGON (((534655.978441572 178933.164826444,534660.767888992 178934.551930018,534661.800678931 178931.128465438,534656.995238369 178929.81873762,534655.978441572 178933.164826444)))",975,Coda Mastering,Level 4 and above,Recording Studio,No associated yard space,Goods lift access,https://www.codamastering.com/,Drummond Road,"100",SE16 4DG,,,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=b4ab9b35-75f9-4a8c-ace8-9356a7eae46e_1564647202.jpg,Cities,Fully / predominantly non-industrial other than housing,,[non-industrial],Not industrial,no,no,no,no,no,L2,n/a
"MULTIPOLYGON (((534654.749416946 178937.199823727,534659.498635202 178938.578950251,534659.999073741 178937.064109268,534660.767888992 178934.551930018,534655.979 178933.165,534654.749416946 178937.199823727)))",976,Rbh Contracting Ltd,Level 4 and above,Electrical Installation,No associated yard space,Goods lift access,https://beta.companieshouse.gov.uk/company/10864495,Drummond Road,"100",SE16 4DG,"406.0",,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=2316c0e5-9cb8-4fa1-a316-ab65f671fd50_1564699807.jpg,Cities,"Vehicle / equipment depot, construction related",,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,yes,no,L2,Transportation and Storage
"MULTIPOLYGON (((534654.75 178937.199999999,534659.498635202 178938.578950251,534659.999073741 178937.064109268,534661.857243175 178937.633767051,534659.497772117 178944.480280502,534653.1537631 178942.488589237,534654.749416946 178937.199823727,534654.75 178937.199999999)))",977,Michael Shelford,Level 4 and above,Photography,No associated yard space,Goods lift access,https://www.shelfordheadshots.com/,Clement Road,"100",SE16 4DG,"405.0",,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=f7681df1-2989-4391-8995-a6a70028a438_1564646972.jpg,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,L2,Manufacturing
"MULTIPOLYGON (((534547.381182203 179126.671783885,534543.938025717 179125.616215305,534542.343166258 179130.000777511,534545.9 179131.1,534547.381182203 179126.671783885)))",978,,Level 2,Unidentified,,Goods lift access,,Clements Road,"100",SE16 4DG,,,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=53a74aac-c06e-4be6-b1e4-2396bc583cf5_1564646642.jpg,Cities,Unknown,,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2,n/a
"MULTIPOLYGON (((534548.844650915 179131.984473901,534550.18066739 179127.568574683,534547.381182203 179126.671783885,534545.9 179131.1,534548.844650915 179131.984473901)))",979,Euc London Limited,Level 2,Fashion Designer,No associated yard space,Goods lift access,,Clements Road,"100",SE16 4DG,"16.0",,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=1836c00c-10a5-4c62-b654-ecbaa62f8bfd_1565086639.jpg,Cities,Fully / predominantly non-industrial other than housing,"Q Arts, culture, leisure and sports",[non-industrial],Not industrial,no,no,no,no,no,L2,n/a
"MULTIPOLYGON (((534548.844650915 179131.984473901,534552.305347238 179133.023950452,534554.117177848 179126.661328706,534550.682355751 179125.690618113,534548.844650915 179131.984473901)))",980,,Level 2,Unidentified,,,,,,,,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=7f3f7f38-4366-4868-8fbd-db207118a6b9_1565086457.jpg,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=7f3f7f38-4366-4868-8fbd-db207118a6b9_1565086484.jpg,Cities,Unknown,,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2,n/a
"MULTIPOLYGON (((534062.09 179772.91,534062.55 179778.24,534072.59 179777.42,534072.15 179772.109999999,534062.09 179772.91)))",981,,,Residential,,,,,,,,,,Cities,Fully / predominantly housing,,[non-industrial],Not industrial,no,no,no,no,no,G,n/a
"MULTIPOLYGON (((534059.2 179769.09,534059.21 179769.24,534059.52 179772.73,534059.55 179773.130000001,534062.09 179772.91,534072.15 179772.109999999,534072.59 179777.42,534072.65 179778.09,534075.69 179777.83,534075.64 179777.17,534075.19 179771.85,534087.03 179770.859999999,534087.48 179776.210000001,534087.53 179776.84,534090.17 179776.619999999,534090.12 179775.99,534089.67 179770.640000001,534101.53 179769.640000001,534101.98 179775.029999999,534102.03 179775.619999999,534105.02 179775.369999999,534104.97 179774.789999999,534104.52 179769.390000001,534117.13 179768.33,534116.73 179763.4,534059.86 179768.17,534059.54 179768.34,534059.3 179768.68,534059.2 179769.09)))",982,,,Residential,,,,,,,,,,Cities,Fully / predominantly housing,,[non-industrial],Not industrial,no,no,no,no,no,G,n/a
"MULTIPOLYGON (((533866.4 179925.699999999,533854.05 179933.949999999,533860.82 179945.119999999,533867.55 179956.25,533861.31 179960.25,533865.21 179966.66,533865.66 179967.4,533866.05 179967.15,533869.8 179964.800000001,533884.35 179955.5,533866.4 179925.699999999)))",983,Shad Thames Pumping Station,,Infrastructure/Engineering Service,,,,,,,,,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=c26c7eef-ddd1-4392-a2ef-74b37fcbf1de_1564583264.jpg,Cities,Utilities infrastructure,,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G,Utilities supply
"MULTIPOLYGON (((535890.545 178649.877,535891.757 178640.868000001,535889.1 178640.5,535882.5 178639.449999999,535878.54 178638.82,535877.891 178642.638,535880.618 178643.005000001,535880.664 178642.66,535881.536 178642.777000001,535881.301 178644.523,535884.73 178644.984999999,535884.186 178649.021,535890.545 178649.877)),((535902.0 178642.199999999,535898.75 178641.800000001,535897.65 178648.9,535903.121 178649.731000001,535906.058 178650.176999999,535909.5 178650.699999999,535921.05 178651.5,535921.25 178651.4,535922.65 178652.1,535926.65 178643.6,535925.55 178643.6,535914.0 178643.550000001,535912.4 178643.550000001,535902.0 178642.199999999)),((535848.45 178737.25,535848.65 178737.4,535851.15 178733.15,535853.9 178728.449999999,535856.5 178724.0,535857.0 178724.050000001,535859.95 178719.15,535860.25 178718.75,535863.747 178713.936000001,535864.1 178713.449999999,535860.85 178711.1,535853.55 178720.949999999,535852.15 178720.550000001,535849.3 178726.699999999,535849.05 178727.300000001,535847.5 178728.0,535843.6 178726.449999999,535842.8 178729.449999999,535841.94 178732.810000001,535841.6 178734.15,535840.5 178738.4,535843.65 178739.35,535844.4 178739.6,535845.3 178735.1,535846.21 178735.721000001,535848.45 178737.25)),((535859.523 178687.524,535857.201 178686.573000001,535855.378 178691.018999999,535852.783 178697.346000001,535855.105 178698.298,535857.157 178693.295,535859.523 178687.524)),((535874.717 178701.237,535869.856 178696.689999999,535868.27 178698.385,535873.125 178702.926000001,535874.25 178701.75,535874.717 178701.237)),((535888.21 178678.273,535891.5 178674.207,535887.976 178671.356000001,535885.208 178674.777000001,535884.686 178675.422,535884.35 178675.15,535880.5 178679.85,535888.35 178686.25,535892.2 178681.5,535888.21 178678.273)),((535883.65 178691.65,535887.6 178686.75,535878.2 178679.35,535874.3 178684.35,535883.65 178691.65)),((535878.5 178696.35,535882.3 178691.550000001,535873.95 178684.800000001,535870.05 178689.6,535878.5 178696.35)))",984,John Macnamara & Co Ltd,Ground Floor,Plant Hire,"Unit has use of operational yard, Yard for own use only","Level access to ground floor (e.g. items can be wheeled in), Pump truck, Fork lift truck used, Loading from vehicles in yard used",,Bush Road,"19",Se8 5ar,,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=b60ede11-7d69-478a-918e-085f58148e95_1564583187.jpg,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=b60ede11-7d69-478a-918e-085f58148e95_1564583205.jpg,Cities,"Vehicle / equipment depot, other inc service / hire",,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,yes,no,G,Transportation and Storage
"MULTIPOLYGON (((533086.206081998 179436.671300014,533088.108310959 179441.085209934,533082.6 179443.449999999,533081.071910626 179439.293790427,533086.206081998 179436.671300014)))",985,,,Vacant,,,,,,,,,,Cities,Vacant industrial,Vacant,Vacant industrial,Industrial in predominantly industrial premises,no,no,no,no,no,G,Vacant Industrial
"MULTIPOLYGON (((533079.4 179435.5,533081.071910626 179439.293790427,533086.206081998 179436.671300014,533084.839432064 179433.236206938,533079.4 179435.5)))",986,Tiff Hunter Studios,,Photography,,,,,,,,,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=99d2e25a-83fe-4096-a276-9794df50f1a8_1564581863.jpg,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G,Manufacturing
"MULTIPOLYGON (((533074.805 179358.091,533080.75 179373.35,533100.971 179363.596,533093.601 179348.869999999,533087.427 179351.988,533087.537 179352.249,533074.805 179358.091)))",987,,,Residential,,,,,,,,,,Cities,Housing within mixed development,,[non-industrial],Not industrial,no,no,no,no,no,G,n/a
"MULTIPOLYGON (((533067.0 179401.949999999,533074.021659112 179398.767541136,533070.309542401 179394.132012308,533064.38123661 179398.841414106,533067.0 179401.949999999)))",988,,,Vacant,,,,,,,,,,Cities,Vacant industrial,Vacant,Vacant industrial,Industrial in predominantly industrial premises,no,no,no,no,no,G,Vacant Industrial
"MULTIPOLYGON (((533074.021659112 179398.767541136,533070.309542401 179394.132012308,533068.259567501 179391.177093534,533070.570406325 179389.214842785,533070.6 179389.25,533085.15 179382.85,533080.75 179373.35,533100.971 179363.596,533103.308 179368.304,533105.25 179374.4,533109.05 179382.15,533074.021659112 179398.767541136)))",989,Involved Productions Ltd,"Ground Floor, Level 1",Music Publisher,No associated yard space,No goods access required,,Decima Street,"65",SE1 4QR,,,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=41834b6b-c602-4a50-bb41-014c43ca4ca7_1564581351.jpg,Cities,Fully / predominantly non-industrial other than housing,,[non-industrial],Not industrial,no,no,no,no,no,G,n/a
"MULTIPOLYGON (((533064.38123661 179398.841414106,533070.309542401 179394.132012308,533068.148758047 179391.121688807,533062.165047529 179396.126582481,533064.38123661 179398.841414106)))",990,,,Vacant,,,,,,,,,,Cities,Vacant industrial,Vacant,Vacant industrial,Industrial in predominantly industrial premises,no,no,no,no,no,G,Vacant Industrial
"MULTIPOLYGON (((533073.860061992 179371.173678547,533069.206064922 179361.330105378,533072.594 179359.898,533072.304 179359.244999999,533074.805 179358.091,533078.800316818 179368.68046583,533073.860061992 179371.173678547)))",991,,,Vacant,,,,,,,,,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=68b51dc9-ea67-473b-8095-528374b78840_1564581125.jpg,Cities,Vacant industrial,Vacant,Vacant industrial,Industrial in predominantly industrial premises,no,no,no,no,no,G,Vacant Industrial
