U id,Name of organis,Floor levels t,Description of 1,Type of associ,Goods access,Organisation w,Street name eg,Street number,Postcode incl,Unit number i,Internal photo,External photo,Source,Category plus,Wmt sector,Branch status,Premises,Manufacturing making,Repair,Creative industrial,Building construction repair,Wholesale distribution,Level
2547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
3099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
3103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
3120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
3109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
3121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
3131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
2383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WMT,Fully / predominantly non-industrial other than housing,NA,[non-industrial],Not industrial,no,no,no,no,no,G
