U id,Name of organis,Floor levels t,Description of 1,Type of associ,Goods access,Organisation w,Street name eg,Street number,Postcode incl,Unit number i,Internal photo,External photo,Source,Category plus,Wmt sector,Branch status,Premises,Manufacturing making,Repair,Creative industrial,Building construction repair,Wholesale distribution,Level
1421,NA,NA,Industrial Yard,Yard for own use only,NA,NA,Brandon Street,NA,NA,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=6fe736ba-ad90-4429-8099-84f9f11c54e9_1563718941.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
199,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,100,SE16 4DG,68.0,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
200,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,100,SE16 4DG,67.0,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
201,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,100,SE16  4DG,66.0,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
202,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,100,SE16 4DG,65.0,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
205,NA,Level 2,Unidentifiable,"Yard for own use only, No associated yard space",No goods access required,NA,Clements Road,100,SE16 4DG,64.0,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
206,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,100,SE16 4DG,63.0,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
210,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,100,SE16 4DG,62.0,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
218,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,100,SE16 4DG,61.0,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
222,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,100,SE16 4DG,59.0,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
223,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,100,SE16 4DG,58.0,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
224,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,100,SE16 4DG,57.0,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
226,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,100,SE16 4DG,55.0,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
228,NA,Level 2,Unidentifiable,"No associated yard space, Yard for own use only",No goods access required,NA,Clements Road,100,SE16 4DG,52.0,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
229,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Celemnts Road,100,SE16 4DG,51.0,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
288,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,100,SE16 4DG,49.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=f3d6d750-d899-11e9-aa46-0b2f63745c3f_1568649198.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
289,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,100,SE16 4DG,48.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=b3494470-d899-11e9-aa46-0b2f63745c3f_1568649130.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
290,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,100,SE16 4DG,47.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=71d6cfd0-d899-11e9-b393-5d198acdc0b9_1568649006.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
292,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,100,SE16 4DG,46.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=38275b10-d899-11e9-b393-5d198acdc0b9_1568648903.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
293,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,100,SE16 4DG,45.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=e9bce490-d898-11e9-b393-5d198acdc0b9_1568648816.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
295,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,100,SE16 4DG,43.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=1536c3d0-d898-11e9-9458-71c6529d09b6_1568648438.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
296,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,100,SE16 4DG,42.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=aacf6290-d897-11e9-9c9b-eb0c5fbfaebd_1568648461.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
301,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,10,SE16 4DG,36.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=d648db60-d890-11e9-9ba4-0fd52558c0f5_1568645659.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
302,NA,Level 2,Unidentifiable,No associated yard space,NA,NA,Clements Road,100,SE16 4DG,35.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=a74ccfb0-d890-11e9-9ba4-0fd52558c0f5_1568645215.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
303,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,100,SE16 4DG,33.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=307205e0-d890-11e9-9ba4-0fd52558c0f5_1568645030.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
304,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,100,SE16 4DG,32.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=b7a38260-d88f-11e9-9ba4-0fd52558c0f5_1568644898.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
305,NA,Level 2,Unidentifiable,No associated yard space,NA,NA,Clements Road,100,SE16 4DG,31.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=70ce6c10-d88f-11e9-9ba4-0fd52558c0f5_1568644734.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
307,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,100,SE16 4DG,29.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=5efbf630-d88d-11e9-9ba4-0fd52558c0f5_1568643973.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
294,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,100,SE16 4DG,44.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=82d7a530-d898-11e9-a070-a55124d756f7_1568648604.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
297,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,100,SE16 4DG,41.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=4bbcb370-d897-11e9-9c9b-eb0c5fbfaebd_1568648147.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
152,NA,Ground Floor,Unidentifiable,Unit has use of operational yard,Loading from vehicles in yard used,NA,Clements Road,100,SE16 4DG,610.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=f1a80140-e06c-11e9-9d0e-914e78e76388_1569509630.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
151,NA,Ground Floor,Unidentifiable,Yard shared with others,Loading from vehicles in yard used,NA,Clements Road,100,SE16 4DG,611.0,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
145,NA,Ground Floor,Unidentifiable,"Unit has use of operational yard, Yard shared with others",Loading from vehicles in yard used,NA,Clements Road,100,SE16 4DG,617.0,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
143,NA,Ground Floor,Unidentifiable,Yard shared with others,No goods access required,NA,Clements Road,100,SE16 4DG,620.0,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
142,NA,Ground Floor,Unidentifiable,Unit has use of operational yard,No goods access required,NA,Clements Road,100,SE16 4DG,621623.0,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
140,NA,Ground Floor,Unidentifiable,Unit has use of operational yard,No goods access required,NA,Clements Road,100,SE16 4DG,626.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=c76c3bc0-e077-11e9-a359-37a4d0c07341_1569514169.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
139,NA,Ground Floor,Unidentifiable,Unit has use of operational yard,No goods access required,NA,Clements Road,100,SE16 4DG,627628.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=5a1406b0-e078-11e9-bc91-ed9f574f927c_1569514488.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
138,NA,Level 1,Unidentifiable,Unit has use of operational yard,No goods access required,NA,Clements Road,100,SE16 4DG,629630.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=b1f5ee60-e079-11e9-acd5-7fc083b5ab16_1569515046.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L1
2247,Jensen's Gin,NA,Unidentifiable,NA,NA,NA,NA,NA,NA,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=21cdc102-8c63-4b50-bccc-59e83a0c5aec_1564748616.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
1446,Omprex Uk,NA,Unidentifiable,NA,NA,NA,NA,NA,NA,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=55726a47-6068-449d-8dac-ee2a50e63f41_1564083496.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
455,NA,NA,Unidentifiable,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
2240,Omni,NA,Unidentifiable,NA,NA,NA,NA,NA,NA,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=bdc9ee02-1bbe-470c-a4ef-6e1d7f21dd72_1564746015.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
843,Robert Ward,NA,Unidentifiable,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
1195,Together,NA,Unidentifiable,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
570,NA,NA,Unidentifiable,NA,NA,NA,NA,NA,NA,1165.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=570eec69-61ce-41dc-ad43-a3a9f4625794_1566392046.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
571,NA,NA,Unidentifiable,NA,NA,NA,NA,NA,NA,1164.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=5f7dd4cf-85d6-4eb0-a066-a96e0c864249_1566391973.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
572,NA,NA,Unidentifiable,NA,NA,NA,NA,NA,NA,1163.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=b8eb28cc-0e7e-4121-8b10-71643e781983_1566391891.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
573,NA,NA,Unidentifiable,NA,NA,NA,NA,NA,NA,1162.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=8e4652f1-a738-4f46-b1a2-9fed9ce7ae3d_1566391838.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
574,NA,NA,Unidentifiable,NA,NA,NA,NA,NA,NA,1161.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=cc801470-316f-46a3-9fa8-f26b92f977eb_1566391711.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
577,NA,NA,Unidentifiable,NA,NA,NA,NA,NA,NA,1159.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=d3574c80-1cf7-4d2e-abc9-88aa00621391_1566391401.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
578,NA,NA,Unidentifiable,NA,NA,NA,NA,NA,NA,1158.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=b097b3d7-4f07-4c92-bd1f-5ba924318a64_1566391309.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
581,NA,NA,Unidentifiable,NA,NA,NA,NA,NA,NA,1156.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=09cd65a6-da5f-4af7-8c21-a9b803f7a994_1566390962.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
582,NA,NA,Unidentifiable,NA,NA,NA,NA,NA,NA,1130.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=17ad5a55-933d-4a6b-b6a4-418b286fab3c_1566390849.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
588,NA,NA,Unidentifiable,NA,NA,NA,NA,NA,NA,1140.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=8c398815-5edd-4ab2-8e61-2692c60fb5e2_1566388221.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
589,NA,NA,Unidentifiable,NA,NA,NA,NA,NA,NA,1141.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=f9ac276d-909e-4815-b5a5-0abaf35e376c_1566388143.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
576,NA,NA,Unidentifiable,NA,NA,NA,NA,NA,NA,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=53ffb960-27b2-4864-a23d-2c7ff216b49e_1566387867.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
631,NA,NA,Unidentifiable,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
1020,NA,NA,Unidentifiable,NA,NA,NA,NA,NA,NA,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=77ddb479-c63c-449d-b8b5-fa186baecc56_1569424677.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
95,NA,NA,Unidentifiable,NA,NA,NA,NA,NA,NA,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=04086cf2-1161-4671-a11c-f6293d7d497a_1569941045.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
227,NA,Level 2,Unidentifiable,No associated yard space,No goods access required,NA,Clements Road,100,SE16 4DG,54.0,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
693,NA,Level 2,Unidentifiable,NA,NA,NA,NA,NA,NA,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=b3c9869a-a822-400a-9dba-c173fa7f2e01_1565088335.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
1341,NA,Ground Floor,Unidentifiable,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
1348,NA,Ground Floor,Unidentifiable,NA,NA,NA,NA,NA,NA,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=c89b3476-40e0-48c9-bcb8-ebdda98fab3f_1563912338.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
1223,NA,"Level 1, Ground Floor",Unidentifiable,NA,NA,NA,NA,NA,NA,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=bfbf2b87-d559-4fd1-9137-a6316903aace_1564049460.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
940,NA,NA,Unidentifiable,NA,NA,NA,NA,NA,NA,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=e4489edd-d8b6-4555-b137-7e318086a6db_1566295211.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
652,NA,Level 2,Unidentified,NA,NA,NA,Clements Road,100,SE16 4DG,98.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=e7a7c016-f91a-4905-9157-9100463fa13e_1565172092.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
655,NA,Level 2,Unidentified,NA,NA,NA,Clements Road,100,SE16 4DG,95.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=f4935f73-96f2-4daa-a8c7-0956ed2b67a4_1565171795.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
656,NA,Level 2,Unidentified,NA,NA,NA,Clements Road,100,SE16 4DG,94.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=92ca8737-f689-40da-af5c-491a8c508bf7_1565171703.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
657,NA,Level 2,Unidentified,No associated yard space,Goods lift access,NA,Clements Road,100,SE16 4DG,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=5c379ea4-cfe2-481a-892b-76360d124bbb_1565171623.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
686,NA,Level 2,Unidentified,NA,NA,NA,Clements Road,100,SE16 4DG,27.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=19453c61-0875-4052-a0c3-fe12e6cdb862_1565089276.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
687,NA,Level 2,Unidentified,NA,NA,NA,Clements Road,100,SE16 4DG,26.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=df4e6f7d-e81b-41cb-b327-035a8f3f64cf_1565089141.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
688,NA,Level 2,Unidentified,NA,NA,NA,Clements Road,100,SE16 4DG,25.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=ebcbc8bf-7401-4c74-b5a1-b9fb00ead59a_1565088968.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
691,NA,Level 2,Unidentified,NA,NA,NA,Clements Road,100,SE16 4DG,24.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=a53de841-bd7c-4c8a-a4c8-8eee03d06375_1565088806.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
692,NA,Level 2,Unidentified,NA,NA,NA,Clements Road,100,SE16 4DG,23.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=d72964b7-5d75-499d-b284-2f048373177a_1565088676.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
695,NA,Level 2,Unidentified,No associated yard space,Goods lift access,NA,NA,NA,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=cb855e94-3c56-4426-bf33-7b2d0fbbb694_1565088104.jpg,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=cb855e94-3c56-4426-bf33-7b2d0fbbb694_1565088123.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
978,NA,Level 2,Unidentified,NA,Goods lift access,NA,Clements Road,100,SE16 4DG,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=53a74aac-c06e-4be6-b1e4-2396bc583cf5_1564646642.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
980,NA,Level 2,Unidentified,NA,NA,NA,NA,NA,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=7f3f7f38-4366-4868-8fbd-db207118a6b9_1565086457.jpg,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=7f3f7f38-4366-4868-8fbd-db207118a6b9_1565086484.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
1002,NA,Level 2,Unidentified,No associated yard space,NA,NA,Clement Road,100,SE16 4DG,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=fbbc2ebb-a8f9-4e24-b259-11973e2e9a05_1565086124.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
1025,NA,Level 2,Unidentified,No associated yard space,Goods lift access,NA,Clements Road,100,SE16 4DG,7.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=8edc0282-27ca-427b-8dfc-27bbf4b0643f_1564574730.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
796,NA,Level 2,Unidentified,NA,NA,NA,Clements Road,100,SE16 4DG,204.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=8d54bb0e-1a60-473d-a48e-cebc6019597a_1565097695.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
832,NA,Ground Floor,Unidentified,NA,NA,NA,NA,NA,NA,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=8c9266e2-ade1-4018-b510-fa3acc48e564_1565177110.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
833,NA,Ground Floor,Unidentified,NA,NA,NA,NA,NA,NA,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=fe7cd640-13c7-45cd-9c3a-f33f0d87f214_1565177077.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
1207,NA,NA,Unidentified,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
1209,NA,NA,Unidentified,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
1210,NA,NA,Unidentified,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
1211,NA,NA,Unidentified,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
1212,NA,NA,Unidentified,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
1289,NA,NA,Unidentified,NA,NA,NA,NA,NA,NA,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=735c18fb-e614-4295-95ac-d2243e7027da_1563968627.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
1290,NA,NA,Unidentified,NA,NA,NA,NA,NA,NA,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=94fe989d-efc7-4a7b-9c83-432b39777f11_1563968557.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,G
439,NA,Level 3,Unidentified,NA,NA,NA,NA,NA,NA,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=7d6301b6-b7c3-4357-9cc3-d8a8d730fdbe_1567417748.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
653,NA,Level 2,Unidentified,NA,NA,NA,Clements Road,100,SE16 4DG,97.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=2d3efe52-1ace-4905-91cf-7dffe2a5874e_1565171998.jpg,Cities,Unknown,NA,Stand alone (industrial),Industrial in predominantly industrial premises,no,no,no,no,no,L2
